,zCMB,mB,x1,c,HOST_LOGMASS,IDSURVEY,zHEL,RA,DEC,x1ERR,cERR,COV_x1_c
2003he_57.0,0.024033910318591627,15.9552,0.33862,0.032819,7.0,57.0,0.02526,359.737701,-2.2481,0.0460958,0.0197457,-0.000124393
2003ic_63.0,0.05195578606182059,17.38605,-1.69928,-0.0231737,9.30338,63.0,0.05311,10.4593,-9.3053,0.25104,0.0374932,-0.00256909
2003it_63.0,0.024121915080583263,16.13278,-1.5665,0.0262445,10.4235,63.0,0.02528,1.452,27.4527,0.16037,0.0326744,-9.66099e-05
2003iv_63.0,0.03350645104405143,16.79214,-2.07235,-0.0766349,10.8038,63.0,0.03426,42.530201,12.8462,0.18828,0.0367885,-0.000300921
2003kc_63.0,0.034097415374248756,16.8423,-0.627251,0.0586689,10.3635,63.0,0.03316,146.643005,30.6553,0.17134,0.0373721,0.000197909
20040_1.0,0.2865526199953281,21.02414,1.11566,-0.105522,10.257,1.0,0.28805,328.879486,0.8151,0.73541,0.0455503,0.00815147
20048_1.0,0.18386862653133773,20.67265,-0.676762,0.0195311,10.86,1.0,0.18531,339.308105,0.7364,0.52153,0.040691,0.0051726
2004L_63.0,0.03344251702038054,17.11213,-1.03269,0.15241,10.1437,63.0,0.03229,156.767105,16.0187,0.24302,0.0321626,0.000112504
2004S_57.0,0.009800081217986138,13.94936,-0.181708,-0.0063801,7.0,57.0,0.0093,101.431297,-31.231199,0.0556802,0.0317263,-0.000508297
2004as_57.0,0.03249538285008543,16.65277,-0.251932,0.0272955,8.76504,57.0,0.03139,171.4133,22.8304,0.0872692,0.0190242,0.000126786
2004as_63.0,0.03249538285008543,16.69881,0.42134,0.021543,8.76504,63.0,0.03139,171.4133,22.8304,0.13801,0.028066,8.83673e-05
2004at_57.0,0.02287404019269175,15.43143,-0.046048,-0.113423,7.0,57.0,0.02237,164.688293,59.486698,0.052886,0.0227113,-1.56697e-05
2004bg_57.0,0.02214139023233119,15.17914,0.19286,-0.148768,8.84045,57.0,0.02103,170.256393,21.3398,0.0671965,0.0257994,-0.000339026
2004bg_63.0,0.02214139023233119,15.34439,0.58396,-0.0902711,8.84045,63.0,0.02103,170.256393,21.3398,0.11684,0.0289863,-0.000342992
2004bk_57.0,0.024058426055497243,15.51192,0.47024,-0.0221266,7.0,57.0,0.02306,204.369705,4.1031,0.0685997,0.0262919,-0.000187288
2004br_57.0,0.02426090147736359,15.17476,1.00327,-0.107568,7.0,57.0,0.02308,187.782501,0.6132,0.0779889,0.0256036,-0.000320553
2004bw_57.0,0.02207384820707693,15.58183,-1.18794,-0.0827782,7.0,57.0,0.0214,225.944794,-3.3046,0.0652863,0.03238,-0.000391543
2004ef_5.0,0.029776961557886485,16.57961,-1.42181,0.052068,10.3255,5.0,0.03101,340.541687,19.9946,0.0228948,0.0222439,-0.000124927
2004ef_57.0,0.029776961557886485,16.55491,-1.24846,0.0387812,10.3255,57.0,0.03101,340.541687,19.9946,0.12743,0.028285,-0.000341494
2004ef_64.0,0.029776961557886485,16.65599,-1.65809,0.0710291,10.3255,64.0,0.03101,340.541687,19.9946,0.18889,0.0343902,-5.70297e-05
2004eo_5.0,0.014199790306035985,14.75941,-1.23185,-0.0420292,9.18868,5.0,0.01517,308.2258,9.9285,0.0209462,0.0263666,-0.000197547
2004fz_57.0,0.01645388058112652,14.65652,-1.27514,-0.0442135,7.0,57.0,0.01732,30.276699,31.878901,0.0585523,0.0243664,0.00010063
2004gs_5.0,0.028295571757519504,16.88194,-1.88149,0.0991046,10.7301,5.0,0.0274,129.596603,17.627701,0.0319568,0.0228313,-0.000177079
2004gu_5.0,0.04669892095268185,17.1781,1.42917,0.0698148,10.026,5.0,0.04558,191.602997,11.9489,0.0593029,0.0225839,-0.000306168
2005M_5.0,0.025839317023051558,15.67893,1.27672,-0.0161147,8.67964,5.0,0.02484,144.384796,23.200701,0.030701,0.0209266,-0.000200983
2005M_57.0,0.025839317023051558,15.62269,1.50783,-0.0920708,8.67964,57.0,0.02484,144.384796,23.200701,0.0720664,0.0265462,-0.00046396
2005M_64.0,0.025839317023051558,15.89727,1.55227,0.14443,8.67964,64.0,0.02484,144.384796,23.200701,0.33156,0.0443607,0.00186147
2005W_5.0,0.0085973008453198,13.9074,-0.431319,0.0876797,10.827,5.0,0.00954,27.690599,21.759899,0.0546247,0.0236194,-2.70673e-05
2005ag_5.0,0.08024215901250378,18.18671,0.28209,-0.0744533,10.69,5.0,0.07954,224.1819,9.3285,0.0504072,0.0236646,-0.000216107
2005al_5.0,0.016286413613090977,14.60955,-1.25264,-0.149074,10.2599,5.0,0.01538,207.501404,-30.5762,0.0311412,0.0238989,-0.000288557
2005am_5.0,0.008411636300378778,13.37233,-1.86653,-0.0225375,11.3117,5.0,0.00733,139.052002,-16.304399,0.0320742,0.0247675,-0.000240481
2005am_57.0,0.008411636300378778,13.40874,-1.79912,0.00310375,11.3117,57.0,0.00733,139.052002,-16.304399,0.0417629,0.0272821,-0.000260002
2005am_64.0,0.008411636300378778,13.37029,-1.92038,-0.00338318,11.3117,64.0,0.00733,139.052002,-16.304399,0.0455673,0.028549,-0.000151612
2005bg_5.0,0.02414377673277369,15.58639,0.38747,-0.0606147,9.73321,5.0,0.02303,184.321594,16.371599,0.0573644,0.0219388,-0.000267834
2005bo_5.0,0.015032243856887924,15.37969,-1.12409,0.19426,7.89478,5.0,0.01389,192.421005,-11.0965,0.11789,0.0236575,-0.000183024
2005bo_57.0,0.015032243856887924,15.43017,-1.1289,0.22259,7.89478,57.0,0.01389,192.421005,-11.0965,0.10042,0.0283003,-0.000288131
2005cf_56.0,0.0070280255433475,13.02654,-0.126135,-0.047291,9.184,56.0,0.00644,230.384201,-7.4132,0.13804,0.0446378,0.00058498
2005cf_57.0,0.0070280255433475,12.99468,-0.0601675,-0.0505147,9.184,57.0,0.00644,230.384201,-7.4132,0.0225505,0.0231172,-0.000136509
2005cf_64.0,0.0070280255433475,13.03417,-0.0630504,-0.0369542,9.184,64.0,0.00644,230.384201,-7.4132,0.0480239,0.0290536,-2.78669e-05
2005de_57.0,0.014948790186631108,15.12409,-0.493131,0.0166395,7.0,57.0,0.01526,270.59729,26.052099,0.032844,0.0251111,-9.28056e-05
2005df_50.0,0.004351581456953692,12.01548,-0.103725,-0.059471,10.375,50.0,0.00435,64.4077,-62.769299,0.079745,0.0273154,-0.000114256
2005df_ANU_50.0,0.004351581456953692,11.98065,-0.0175601,-0.0768837,9.552,50.0,0.00435,64.4077,-62.769299,0.0540782,0.0261266,-0.000106513
2005el_57.0,0.014824901458678598,14.62669,-1.31973,-0.141785,8.06485,57.0,0.01484,77.953003,5.1943,0.0487619,0.0290671,-0.000269555
2005el_64.0,0.014824901458678598,14.6716,-1.37084,-0.101843,8.06485,64.0,0.01484,77.953003,5.1943,0.0341489,0.0324739,-0.00031759
2005eq_5.0,0.0283065447143395,16.03928,1.43934,-0.0181258,10.3697,5.0,0.02893,47.205502,-7.0332,0.0542092,0.0243797,-0.000363008
2005eq_57.0,0.0283065447143395,16.00043,1.50904,-0.010084,10.3697,57.0,0.02893,47.205502,-7.0332,0.089028,0.0252012,-0.000136818
2005eq_64.0,0.0283065447143395,16.05101,1.30814,-0.0221446,10.3697,64.0,0.02893,47.205502,-7.0332,0.0762289,0.0287694,-0.000452898
2005eu_57.0,0.03368043756751137,16.12936,0.0981922,-0.189571,8.86794,57.0,0.03449,36.930302,28.1768,0.0693618,0.0326904,-0.000370072
2005eu_64.0,0.03368043756751137,16.25077,0.85504,-0.0835111,8.86794,64.0,0.03449,36.930302,28.1768,0.0963756,0.0352788,5.0757e-05
2005hc_5.0,0.04495375143792628,17.03381,0.7928,-0.0581079,7.0,5.0,0.04592,29.1998,-0.2137,0.0382443,0.0221653,-0.00018788
2005hc_64.0,0.04495375143792628,17.12294,0.42521,-0.0265525,7.0,64.0,0.04592,29.1998,-0.2137,0.11499,0.0277736,-0.000112077
2005hj_5.0,0.056312988496084924,17.47167,1.61884,-0.0258898,9.22407,5.0,0.05739,21.7017,-1.2381,0.10542,0.0240237,-0.000376575
2005iq_5.0,0.032911534586621764,16.49168,-1.16049,-0.126797,10.49,5.0,0.03404,359.635406,-18.7092,0.0437102,0.0219644,-0.000161599
2005iq_64.0,0.032911534586621764,16.55372,-1.11399,-0.0985357,10.49,64.0,0.03404,359.635406,-18.7092,0.11021,0.0275847,-0.000145681
2005ir_5.0,0.0748869593707561,18.15927,0.72205,-0.0258232,9.78987,5.0,0.07602,19.182501,0.7946,0.12811,0.0236779,-7.34961e-05
2005kc_5.0,0.01385113841824046,15.2457,-0.756322,0.13431,10.6541,5.0,0.01509,338.530609,5.5684,0.0373808,0.0292275,-0.000250758
2005kc_64.0,0.01385113841824046,15.42236,-0.394289,0.22174,10.6541,64.0,0.01509,338.530609,5.5684,0.0657849,0.0333742,-0.00010633
2005ki_5.0,0.02065988681115416,15.28529,-1.45192,-0.10876,11.0605,5.0,0.01946,160.117599,9.2023,0.0309865,0.022667,-0.000197784
2005ki_51.0,0.02065988681115416,15.26675,-1.30129,-0.0722997,11.0605,51.0,0.01946,160.117599,9.2023,0.11141,0.0300764,1.06729e-05
2005ki_64.0,0.02065988681115416,15.31991,-1.61047,-0.106098,11.0605,64.0,0.01946,160.117599,9.2023,0.0584238,0.0300155,-0.000215251
2005ku_5.0,0.04396797194557609,17.31035,-0.1945,0.06224,9.64568,5.0,0.04525,344.92749,-0.0137,0.14602,0.024688,-0.000266579
2005lz_64.0,0.04540125874947774,17.39712,-1.22727,0.0596001,11.0342,64.0,0.04624,32.707298,34.9828,0.12822,0.03192,-0.000161545
2005mc_5.0,0.02597328369085012,16.76959,-1.91661,0.17486,10.5777,5.0,0.02515,126.776497,21.646,0.0518273,0.0262467,-7.64243e-05
2005mc_64.0,0.02597328369085012,17.00301,-2.6789,0.2078,10.5777,64.0,0.02515,126.776497,21.646,0.12122,0.0305202,-0.000111135
2005ms_64.0,0.02595502677879001,15.89039,0.43692,-0.0555835,8.49436,64.0,0.02522,132.309799,36.130001,0.0770263,0.0269138,-9.39526e-05
2005na_5.0,0.027174889187755454,15.64859,-0.435652,-0.130216,8.83614,5.0,0.02665,105.402603,14.1333,0.0307477,0.024077,-0.00015282
2005na_57.0,0.027174889187755454,15.72874,-0.319979,-0.0875723,8.83614,57.0,0.02665,105.402603,14.1333,0.0824373,0.0245148,-7.2143e-05
2005na_64.0,0.027174889187755454,15.80672,-0.361526,-0.0733968,8.83614,64.0,0.02665,105.402603,14.1333,0.0979773,0.0315849,-2.34642e-05
20064_1.0,0.10350875769378838,19.00636,0.81627,0.0574635,10.7045,1.0,0.10484,358.586212,-0.9176,0.18168,0.0238525,0.000654757
2006D_5.0,0.009661045120622243,13.86834,-1.58877,-0.0288036,9.554,5.0,0.00853,193.141403,-9.7752,0.0305085,0.0236414,-0.000255556
2006D_57.0,0.009661045120622243,13.82729,-1.3074,-0.0255216,9.554,57.0,0.00853,193.141403,-9.7752,0.0627146,0.0278597,-0.000440571
2006D_64.0,0.009661045120622243,13.87881,-1.50889,-0.0268241,9.554,64.0,0.00853,193.141403,-9.7752,0.0505149,0.0278259,-0.000380399
2006N_64.0,0.01415177238516445,14.85487,-2.01175,-0.0592516,9.70642,64.0,0.01416,92.130203,64.723602,0.0652462,0.0304711,-0.000268532
2006S_64.0,0.03310292589025847,16.57889,0.8864,0.023002,10.2024,64.0,0.03224,191.412903,35.0868,0.0671473,0.0263367,-0.000236704
2006ac_57.0,0.023952348727186285,15.74974,-0.782527,-0.0433597,11.1921,57.0,0.02309,190.436905,35.0686,0.12179,0.0287232,-0.000438417
2006ac_64.0,0.023952348727186285,15.88251,-0.998087,0.0109659,11.1921,64.0,0.02309,190.436905,35.0686,0.0662869,0.0263269,-9.24927e-05
2006al_64.0,0.06907857331418517,18.12204,-1.43923,-0.120727,10.5011,64.0,0.0678,159.867798,5.1834,0.28126,0.0357973,-0.00177171
2006ax_5.0,0.017740859771016984,14.75045,0.16897,-0.127493,10.997,5.0,0.01649,171.014404,-12.2914,0.0236285,0.0215946,-0.000158055
2006ax_64.0,0.017740859771016984,14.81688,0.28118,-0.0913965,10.997,64.0,0.01649,171.014404,-12.2914,0.0373162,0.0265441,-0.000142991
2006az_64.0,0.031581855273478496,16.20888,-1.42383,-0.106375,11.1124,64.0,0.03103,183.061203,56.179401,0.0446348,0.0265973,-0.000160482
2006bh_5.0,0.01041882685632034,14.06392,-1.68127,-0.0951469,10.501,5.0,0.01077,340.067108,-66.4851,0.0376727,0.023054,-0.000156441
2006bq_64.0,0.02225079926590572,15.94077,-1.67036,0.0268046,11.2189,64.0,0.02271,279.9953,39.982399,0.0698809,0.0281807,-0.000134226
2006bt_5.0,0.03241224078839612,16.66781,0.22867,0.0838868,10.8988,5.0,0.03208,239.127197,20.046,0.0420434,0.0224494,-0.000260667
2006bt_57.0,0.03241224078839612,16.65418,0.30314,0.0706836,10.8988,57.0,0.03208,239.127197,20.046,0.12108,0.0280932,-2.17092e-05
2006bt_64.0,0.03241224078839612,16.66935,0.18417,0.0644113,10.8988,64.0,0.03208,239.127197,20.046,0.0713111,0.0267389,-0.000227852
2006bw_64.0,0.03075312883851187,17.22518,-1.75496,0.24188,11.5,64.0,0.02996,218.486404,3.7988,0.1733,0.0319857,-0.000224222
2006cf_64.0,0.04223272328257618,16.79196,-0.261406,-0.125206,10.9479,64.0,0.04146,163.510803,46.026699,0.20558,0.0317875,-0.00108187
2006cp_57.0,0.0233425248648801,15.61425,0.0423766,-0.0164404,8.32354,57.0,0.02229,184.811996,22.427299,0.0951189,0.0259418,0.000131654
2006cp_64.0,0.0233425248648801,15.72715,0.32303,0.0565451,8.32354,64.0,0.02229,184.811996,22.427299,0.0754738,0.0275815,-0.000191197
2006cq_64.0,0.04928411674840608,17.32413,-0.16718,-0.00685686,10.6551,64.0,0.04844,201.104599,30.956301,0.5083,0.0290727,0.00417774
2006cz_64.0,0.04250998976479708,16.80226,1.55722,0.14909,10.8544,64.0,0.04175,222.152695,-4.7419,0.44265,0.0375972,-0.00736281
2006dd_50.0,0.00550955706221896,12.03816,-0.285563,0.021185,11.01,50.0,0.00587,50.673401,-37.203602,0.0443711,0.0258834,-0.000159637
2006dm_56.0,0.021606573076898096,15.84415,-1.7604,0.00159024,11.0056,56.0,0.02284,355.44931,-3.669,0.17003,0.0490837,-0.00019067
2006dm_57.0,0.021606573076898096,15.76315,-1.90086,-0.0329217,11.0056,57.0,0.02284,355.44931,-3.669,0.0685066,0.0279674,-0.000120775
2006ef_57.0,0.016930496249387864,15.24737,-1.56473,-0.0566496,7.8489,57.0,0.01781,31.081301,-8.7284,0.0676181,0.0264781,-0.000266062
2006ej_5.0,0.019254188434367256,15.45081,-1.52252,-0.0439125,10.1949,5.0,0.02038,9.749,-9.0157,0.0460251,0.0269766,-0.000431412
2006ej_56.0,0.019254188434367256,15.59596,-1.2573,0.0577325,10.1949,56.0,0.02038,9.749,-9.0157,0.2156,0.0519458,-2.56784e-05
2006ej_57.0,0.019254188434367256,15.4897,-1.65658,-0.0457634,10.1949,57.0,0.02038,9.749,-9.0157,0.0798126,0.0285453,-0.000295711
2006ej_64.0,0.019254188434367256,15.49242,-1.0906,-0.029543,10.1949,64.0,0.02038,9.749,-9.0157,0.0795822,0.0287293,-0.000603688
2006en_57.0,0.030806567433194335,16.50719,-0.171952,0.03606,10.183,57.0,0.03198,347.521088,30.223301,0.14609,0.029484,-0.00060446
2006en_64.0,0.030806567433194335,16.55758,-0.46389,0.0231118,10.183,64.0,0.03198,347.521088,30.223301,0.0996601,0.0296491,-0.000173504
2006et_5.0,0.02139930472020118,15.69772,0.74714,0.1084,10.1464,5.0,0.0224,10.6909,-23.558399,0.0334652,0.0214983,-0.000199402
2006et_64.0,0.02139930472020118,15.70728,0.78862,0.12001,10.1464,64.0,0.0224,10.6909,-23.558399,0.14383,0.0289766,-3.28274e-05
2006ev_5.0,0.027583718851700776,16.79447,-1.33707,0.0656188,11.3017,5.0,0.02873,322.746887,13.9892,0.0746217,0.0276912,-0.000287455
2006gj_5.0,0.02769994757867887,17.37725,-2.10847,0.23987,10.9096,5.0,0.0283,49.3992,-1.6917,0.0774373,0.0271562,-0.000267055
2006gr_57.0,0.033515180320290563,16.70595,0.81322,0.065043,10.0957,57.0,0.03467,338.094513,30.828699,0.0967264,0.029857,0.000218212
2006gr_64.0,0.033515180320290563,16.74358,0.80323,0.0717389,10.0957,64.0,0.03467,338.094513,30.828699,0.0687418,0.0290833,-0.000203563
2006gt_5.0,0.04365204005885594,17.91834,-2.07243,0.0903843,9.98853,5.0,0.0448,14.0721,-1.6294,0.0730241,0.0236774,-0.000223615
2006hx_5.0,0.044282324737403594,17.24242,-0.133588,0.0116518,10.1086,5.0,0.04539,18.4888,0.3717,0.0736828,0.0243918,0.000111942
2006kf_5.0,0.0195425584373225,15.65424,-2.07155,-0.0785694,11.0165,5.0,0.02004,55.4603,8.1569,0.0567546,0.0416318,-0.000454556
2006kf_64.0,0.0195425584373225,15.72414,-2.29704,-0.0776589,11.0165,64.0,0.02004,55.4603,8.1569,0.10573,0.0454821,-0.000629171
2006lu_5.0,0.054487219856364955,17.25159,0.26916,-0.139525,10.0668,5.0,0.0534,138.823502,-25.6001,0.0665365,0.0280528,-0.000204908
2006mo_64.0,0.036157393945158746,17.16622,-2.1933,0.00981491,10.793,64.0,0.03719,11.6606,36.332699,0.11243,0.0311687,-0.00057825
2006oa_64.0,0.061410396510177795,17.63858,1.27481,-0.0164351,8.11091,64.0,0.06257,320.928894,-0.8435,0.23874,0.029345,0.00117353
2006ob_5.0,0.05760227945640173,17.93863,-2.16098,-0.0440568,11.0302,5.0,0.0586,27.9506,0.2633,0.10318,0.0259351,-0.0003801
2006ob_64.0,0.05760227945640173,17.96935,-2.38342,-0.0215608,11.0302,64.0,0.0586,27.9506,0.2633,0.15248,0.0305537,5.79939e-05
2006on_64.0,0.07066842615055074,18.25336,0.95018,0.0885657,10.2479,64.0,0.07191,328.993713,-1.0702,0.705,0.0486907,0.0105852
2006os_5.0,0.03212067345525831,17.34478,-0.668765,0.27902,10.8407,5.0,0.03285,43.7542,16.009701,0.0606526,0.0309818,-0.000278608
2006ot_5.0,0.05231230274314863,17.72731,0.82077,0.0995672,11.3736,5.0,0.0531,33.770199,-20.766199,0.0916251,0.0231501,-0.000368389
2006ot_64.0,0.05231230274314863,17.77794,-1.13594,0.13415,11.3736,64.0,0.0531,33.770199,-20.766199,0.4536,0.0490452,0.000969474
2006py_5.0,0.05658233146513708,17.62607,0.1865,-0.0147061,9.57313,5.0,0.05787,340.425201,-0.1369,0.20803,0.0247444,0.000547648
2006qo_64.0,0.028709517315953947,16.58146,0.38443,0.16289,11.1792,64.0,0.02837,120.034897,56.368801,0.0598377,0.0276607,-9.77536e-05
2006sr_64.0,0.02306199250149113,15.91444,-1.36612,-0.015239,10.7951,64.0,0.02425,0.8959,23.196199,0.117,0.031519,1.96782e-05
2006td_64.0,0.015037305488871345,15.49677,-1.37917,0.0906748,9.15931,64.0,0.01588,29.565701,36.3494,0.10972,0.0300407,-0.000196717
2006te_64.0,0.03211655886738981,16.29353,-0.0907509,-0.0806796,10.4808,64.0,0.03155,122.9291,41.554699,0.0987362,0.0304855,-0.00084691
2007A_5.0,0.016458991846861445,15.44189,0.56889,0.11732,10.123,5.0,0.01765,6.3194,12.8868,0.10298,0.024602,3.83038e-05
2007A_65.0,0.016458991846861445,15.39085,0.39336,0.062705,10.123,65.0,0.01765,6.3194,12.8868,0.20063,0.0332401,0.00136758
2007F_51.0,0.024206642782199805,15.65593,0.40579,-0.0121227,9.63941,51.0,0.02362,195.812805,50.618801,0.10875,0.0263001,0.000178283
2007F_64.0,0.024206642782199805,15.61669,0.53061,-0.0682132,9.63941,64.0,0.02362,195.812805,50.618801,0.0407449,0.0258497,-0.00017642
2007O_57.0,0.0373288515274583,16.48766,-0.124259,-0.0688679,10.8351,57.0,0.03694,224.021606,45.404701,0.20085,0.0277167,-0.000515943
2007O_64.0,0.0373288515274583,16.54074,-0.531568,-0.0601886,10.8351,64.0,0.03694,224.021606,45.404701,0.0997409,0.0292751,-6.49915e-05
2007ae_64.0,0.06484375031808462,17.54013,1.75915,-0.0125416,10.8837,64.0,0.06499,255.466507,79.031799,0.28665,0.0317132,-0.000475577
2007af_5.0,0.00635425305659573,12.82306,-0.558,-0.0464388,10.331,5.0,0.00552,215.587601,-0.3938,0.0259403,0.021801,-0.000143564
2007af_56.0,0.00635425305659573,12.9062,-0.444525,0.0315806,10.331,56.0,0.00552,215.587601,-0.3938,0.0440135,0.038354,-0.000318319
2007af_57.0,0.00635425305659573,12.84968,-0.533099,-0.0196823,10.331,57.0,0.00552,215.587601,-0.3938,0.0350893,0.025871,-0.000183179
2007af_64.0,0.00635425305659573,12.88515,-0.393072,0.0146492,10.331,64.0,0.00552,215.587601,-0.3938,0.0270793,0.02559,-0.000155719
2007ai_5.0,0.032117924419523734,16.76846,1.00077,0.12338,10.7402,5.0,0.03176,243.223907,-21.630199,0.0999424,0.0551434,-0.00163823
2007ai_64.0,0.032117924419523734,16.80822,1.25446,0.15406,10.7402,64.0,0.03176,243.223907,-21.630199,0.23182,0.0513417,-0.00148271
2007as_5.0,0.017912319239627647,15.20939,-0.983845,0.0165212,10.2193,5.0,0.01757,141.899994,-80.177597,0.0391568,0.0299222,-0.000377071
2007au_57.0,0.01992564256349858,16.35076,-2.4148,0.14796,9.23827,57.0,0.01964,107.942101,49.853699,0.13651,0.0326897,-0.000105433
2007ba_5.0,0.03532784020411638,17.50629,-2.29268,0.24948,11.1077,5.0,0.03474,229.177597,7.3966,0.0640224,0.0245906,-0.000125385
2007bc_5.0,0.02186690823235552,15.56411,-1.09301,-0.0356475,10.5792,5.0,0.02075,169.810699,20.809,0.0335827,0.0220476,-0.000156761
2007bc_57.0,0.02186690823235552,15.60761,-1.01193,-0.0206806,10.5792,57.0,0.02075,169.810699,20.809,0.0610974,0.0251877,-0.000233228
2007bc_64.0,0.02186690823235552,15.63614,-1.28476,-0.0206249,10.5792,64.0,0.02075,169.810699,20.809,0.0813097,0.028723,-0.00015118
2007bd_5.0,0.03141089028205647,16.25455,-1.07849,-0.102398,10.4344,5.0,0.03044,127.888702,-1.1994,0.0387387,0.023026,-0.0001799
2007bd_51.0,0.03141089028205647,16.29029,-1.2054,-0.0567021,10.4344,51.0,0.03044,127.888702,-1.1994,0.22471,0.0331885,0.000573057
2007bd_64.0,0.03141089028205647,16.32022,-1.4426,-0.054047,10.4344,64.0,0.03044,127.888702,-1.1994,0.0653199,0.0270016,-0.000161018
2007ca_5.0,0.015087710658391812,15.6204,0.56794,0.20417,9.44451,5.0,0.01406,202.7742,-15.1018,0.0322802,0.023615,-0.000235856
2007ca_57.0,0.015087710658391812,15.56598,0.72372,0.15106,9.44451,57.0,0.01406,202.7742,-15.1018,0.12586,0.023659,-0.000356543
2007ca_64.0,0.015087710658391812,15.7066,0.54711,0.20709,9.44451,64.0,0.01406,202.7742,-15.1018,0.0682447,0.0281427,-0.000231063
2007ci_57.0,0.02295642245101685,15.65998,-2.4632,-0.0443031,10.8379,57.0,0.02184,176.440994,19.7705,0.0970653,0.0271358,0.000175524
2007ci_64.0,0.02295642245101685,15.62852,-2.79197,0.0122428,10.8379,64.0,0.02184,176.440994,19.7705,0.0970347,0.0283858,0.000210572
2007co_56.0,0.026549533372464053,16.23232,-0.697511,0.0666944,9.81719,56.0,0.02696,275.765015,29.8971,0.37661,0.0589905,0.00200815
2007co_57.0,0.026549533372464053,16.2334,-0.0658615,0.0219757,9.81719,57.0,0.02696,275.765015,29.8971,0.0557079,0.0305724,-0.000183369
2007co_64.0,0.026549533372464053,16.23738,-0.210051,0.0547657,9.81719,64.0,0.02696,275.765015,29.8971,0.0621511,0.030725,-5.96165e-05
2007cq_56.0,0.024810084289344184,15.64834,-0.13142,-0.00615694,9.36898,56.0,0.02604,333.668488,5.0803,0.34467,0.0544156,0.00135261
2007cq_57.0,0.024810084289344184,15.56624,-0.3274,-0.113141,9.36898,57.0,0.02604,333.668488,5.0803,0.0661981,0.0299854,-0.000388668
2007cq_64.0,0.024810084289344184,15.5833,-0.689247,-0.0614043,9.36898,64.0,0.02604,333.668488,5.0803,0.11692,0.0298046,2.94163e-05
2007cv_56.0,0.01361425241547164,14.80562,-2.14639,-0.00572608,9.00235,56.0,0.01245,159.439194,-27.0825,0.11819,0.0471713,1.04997e-05
2007fb_51.0,0.016794313815485136,15.36326,-1.55803,-0.0288382,9.6287,51.0,0.01803,359.218201,5.5088,0.0816651,0.0249365,-0.000186809
2007fb_65.0,0.016794313815485136,15.25896,-1.64181,-0.119162,9.6287,65.0,0.01803,359.218201,5.5088,0.20852,0.0322709,2.49124e-05
2007fs_51.0,0.01631784367455713,14.82988,0.51566,-0.0778295,10.4452,51.0,0.01737,330.418488,-21.5082,0.0785542,0.0201579,-0.000219588
2007gi_50.0,0.005054631187278354,12.83242,-1.37417,0.021825,7.0,50.0,0.00462,180.347595,61.8927,0.0796363,0.0270885,0.00017969
2007hj_5.0,0.012870337371877033,15.30583,-2.06693,0.0952548,10.8348,5.0,0.01411,345.449493,15.5865,0.0419633,0.0268286,-0.000256887
2007hj_57.0,0.012870337371877033,15.33602,-2.30035,0.0991001,10.8348,57.0,0.01411,345.449493,15.5865,0.0660334,0.0313908,-0.000180579
2007hj_65.0,0.012870337371877033,15.29792,-2.20461,0.10594,10.8348,65.0,0.01411,345.449493,15.5865,0.0625394,0.0306858,-0.000195199
2007hu_65.0,0.03518305973927713,17.45372,-1.39482,0.20526,11.2439,65.0,0.03518,254.124802,27.9779,0.5232,0.070168,-0.00352071
2007hx_5.0,0.07848248686865378,18.95792,0.48448,0.090692,10.2646,5.0,0.07944,31.612801,-0.8995,0.14,0.024597,-0.000496056
2007is_65.0,0.029534199857927816,16.16848,-0.440798,0.00458572,10.7887,65.0,0.02953,251.810806,40.243599,0.18389,0.0319872,-0.0015436
2007jd_5.0,0.07195849046799976,18.61502,-0.876053,0.0414647,9.75914,5.0,0.07268,44.972401,1.1607,0.10327,0.0260924,-0.000130836
2007jg_5.0,0.036520420565086247,16.99725,-0.553643,-0.0346807,8.21426,5.0,0.03707,52.4617,0.0568,0.0582847,0.0263464,-0.000203823
2007jg_51.0,0.036520420565086247,16.92286,-0.411462,-0.104639,8.21426,51.0,0.03707,52.4617,0.0568,0.25625,0.0326212,0.000123741
2007jh_5.0,0.0402269984028754,18.05809,-1.96997,0.1894,10.84,5.0,0.04075,54.006401,1.1034,0.12118,0.0291636,-0.000260026
2007kh_65.0,0.04943284775560093,17.61269,0.61284,0.11931,9.56783,65.0,0.05,48.8004,43.1703,0.39568,0.0631731,-0.00318278
2007kk_51.0,0.041292943133179404,16.73274,0.94211,-0.0496232,10.8891,51.0,0.04177,55.596901,39.241798,0.21679,0.0422927,-0.000363324
2007kk_65.0,0.041292943133179404,16.68746,0.93536,-0.0501877,10.8891,65.0,0.04177,55.596901,39.241798,0.13553,0.0419426,-0.00328473
2007le_5.0,0.0055169773439781465,13.57479,0.23463,0.20677,9.02452,5.0,0.00672,354.701691,-6.5226,0.0271551,0.0211638,-0.000187885
2007le_57.0,0.0055169773439781465,13.5777,0.20586,0.20908,9.02452,57.0,0.00672,354.701691,-6.5226,0.036952,0.0190052,-6.78392e-05
2007le_65.0,0.0055169773439781465,13.57042,0.27267,0.22565,9.02452,65.0,0.00672,354.701691,-6.5226,0.0476521,0.0262592,-0.000103738
2007nq_5.0,0.04274539388082121,17.12834,-1.89805,-0.0479273,11.1165,5.0,0.04389,14.3899,-1.3886,0.0490528,0.0234063,-0.000179546
